"PID","CWV","ZSB","copri","infl_prestige","infl_dominance","rel_prestige","rel_dominance","self_prestige","self_dominance","TOPS_coer","TOPS_coll","care_rel","care_infl","tradeoff","CWV_1","CWV_2R","CWV_3","CWV_4","CWV_5R","CWV_6","CWV_7R","CWV_8","CWV_9R","CWV_10R","ZSB_1","ZSB_2","ZSB_3","ZSB_4","ZSB_5R","ZSB_6R","ZSB_7","ZSB_8R","copri_1R","copri_2R","copri_3R","copri_4","exp_infl_1","exp_infl_3","exp_infl_5R","exp_infl_7","exp_infl_10","exp_infl_13","exp_infl_15","exp_infl_2","exp_infl_4","exp_infl_6","exp_infl_8","exp_infl_9R","exp_infl_11","exp_infl_12R","exp_infl_14","exp_infl_16","exp_rel_1","exp_rel_3","exp_rel_5R","exp_rel_7","exp_rel_10","exp_rel_13","exp_rel_15","exp_rel_2","exp_rel_4","exp_rel_6","exp_rel_8","exp_rel_9R","exp_rel_11","exp_rel_12R","exp_rel_14","exp_rel_16","self_1","self_3","self_5R","self_7","self_10","self_13","self_15","self_2","self_4","self_6","self_8","self_9R","self_11","self_12R","self_14","self_16","TOPS_coer_1","TOPS_coer_2","TOPS_coer_3","TOPS_coer_4","TOPS_coer_5","TOPS_coer_6","TOPS_coer_7","TOPS_coer_8","TOPS_coer_9","TOPS_coer_10","TOPS_coll_1","TOPS_coll_2","TOPS_coll_3","TOPS_coll_4","TOPS_coll_5","TOPS_coll_6","TOPS_coll_7","TOPS_coll_8","TOPS_coll_9","TOPS_coll_10","rel_care","rel_bother","infl_care","infl_bother","elg","att_1","att_2","age","employment","race","gender","income","edu","feedback"
132,2.2,2.625,5.25,7,3,6.57142857142857,2.22222222222222,5.28571428571429,2.66666666666667,2.3,6,4,2.5,2,5,2,1,1,2,5,1,1,2,2,3,3,3,3,2,2,3,2,5,5,5,6,7,7,7,7,7,7,7,3,2,3,2,6,3,3,3,2,7,6,7,7,6,6,7,3,1,2,2,3,2,3,2,2,6,5,6,5,5,5,5,3,3,2,2,4,2,4,3,1,2,3,3,2,1,2,2,3,2,3,6,6,6,6,6,6,6,6,6,6,4,4,2,3,1,1,1,58,"Full-time","white","man","$20,001-$40,000","GED",""
133,1.5,2,2.25,6.85714285714286,1.77777777777778,6.71428571428571,1.44444444444444,3.71428571428571,1.44444444444444,3.8,6,5,1.5,2,2,1,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,7,7,7,7,6,7,7,2,1,1,1,5,1,2,1,2,7,6,7,7,6,7,7,1,2,1,1,3,1,2,1,1,4,4,3,4,3,3,5,1,1,1,1,1,1,3,1,3,2,3,5,3,2,3,5,3,6,6,6,5,5,5,6,7,7,6,6,7,5,5,2,1,0,1,1,61,"Retired","white","man","$20,001-$40,000","PHD",""
134,3.8,4,3.5,4.85714285714286,4.22222222222222,4.57142857142857,4.22222222222222,4,3.33333333333333,5.3,5.2,3,3,3,3,3,5,5,3,5,4,4,2,4,4,4,4,3,5,4,3,5,3,3,4,4,5,5,4,4,5,6,5,5,4,5,5,3,5,3,4,4,5,5,4,4,5,4,5,5,4,4,5,3,5,2,5,5,3,2,5,3,5,5,5,3,2,3,3,3,5,3,4,4,5,5,5,6,4,5,6,6,6,5,5,5,6,5,5,5,5,5,5,6,3,3,3,3,1,1,1,30,"Full-time","white","woman","$60,001-$80,000","4yearColl","No."
135,2.1,2.25,4,7,2,7,2.22222222222222,6,2.33333333333333,3.9,5.7,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,4,2,2,2,5,5,3,3,7,7,7,7,7,7,7,3,1,1,1,2,1,6,2,1,7,7,7,7,7,7,7,2,1,2,1,5,1,5,2,1,6,6,7,6,5,6,6,2,2,2,2,4,2,5,1,1,2,3,5,4,2,4,4,5,5,5,6,5,5,7,4,6,6,6,6,6,4,4,2,2,1,1,1,46,"Full-time","multiracial","woman","$100,001-$120,000","4yearColl",""
136,3,4.75,3,6.14285714285714,2.44444444444444,5.85714285714286,2.22222222222222,5.71428571428571,3.22222222222222,4.4,4.9,4,2,2,5,4,2,3,3,3,2,2,3,3,5,5,5,5,5,3,5,5,3,3,3,3,7,5,6,7,6,6,6,2,1,1,3,5,2,5,1,2,6,4,6,7,6,6,6,1,1,1,4,5,1,4,1,2,5,6,6,5,6,6,6,3,3,4,3,4,3,4,3,2,3,5,5,5,2,5,3,5,5,6,5,5,5,3,5,5,6,5,6,4,4,4,2,2,1,1,1,57,"Full-time","white","woman","$40,001-$60,000","4yearColl",""
137,3.7,4.625,1.25,6.85714285714286,3.88888888888889,6.57142857142857,2.77777777777778,4.57142857142857,2.88888888888889,4.8,4.5,1.5,1,4,5,4,2,2,4,5,4,2,4,5,4,5,4,4,5,5,5,5,1,2,1,1,7,6,7,7,7,7,7,5,1,5,6,3,5,6,3,1,7,6,7,7,5,7,7,3,2,3,3,6,2,4,1,1,3,5,4,4,6,5,5,1,4,1,4,5,4,1,2,4,4,4,5,5,4,4,5,5,5,7,5,5,4,6,3,5,5,6,3,3,2,1,1,1,1,1,1,50,"Full-time","white","man","$40,001-$60,000","2yearColl",""
138,3.4,3.75,5.75,5.28571428571429,2.33333333333333,5.28571428571429,2.55555555555556,5.28571428571429,1.11111111111111,6.1,4.7,2.5,1,2,5,6,2,3,3,5,3,2,2,3,5,5,3,5,2,2,5,3,6,6,6,5,6,3,5,6,6,6,5,2,3,2,2,2,3,3,2,2,7,3,6,6,4,5,6,3,2,2,2,3,3,4,2,2,6,5,7,5,4,6,4,1,1,1,1,1,1,2,1,1,7,6,6,6,7,6,6,5,5,7,5,2,5,2,3,6,6,6,6,6,3,2,1,1,0,0,1,34,"Full-time","white","woman","$80,001-$100,000","4yearColl",""
139,2.5,2.75,3.5,7,4.11111111111111,5.57142857142857,1.88888888888889,6.71428571428571,2.88888888888889,3,4.9,5,3.5,2,4,2,1,2,1,5,1,1,3,5,3,3,2,3,2,3,3,3,4,3,3,4,7,7,7,7,7,7,7,5,3,3,3,4,6,6,6,1,7,4,6,7,5,5,5,4,1,1,1,2,2,4,1,1,6,7,7,6,7,7,7,4,3,2,2,3,2,7,2,1,3,4,4,3,1,2,3,2,2,6,6,4,4,3,4,4,6,5,7,6,5,5,3,4,1,1,1,52,"Full-time","asian","man","$160,001-$180,000","2yearColl",""
140,4.1,4.5,3,5.28571428571429,3.11111111111111,5.71428571428571,2.66666666666667,6,2.88888888888889,4.4,4.1,4,2,4,6,5,5,5,2,6,3,2,4,3,5,5,5,5,3,2,5,6,2,3,3,4,6,3,6,6,5,6,5,3,2,1,3,7,3,5,2,2,6,4,6,6,6,6,6,3,2,1,2,4,3,4,2,3,6,6,6,6,6,6,6,4,2,2,2,4,2,6,2,2,6,6,4,4,6,2,3,4,2,7,6,2,2,2,6,6,6,2,6,3,4,4,3,1,1,1,1,36,"Full-time","white","man","$40,001-$60,000","4yearColl",""
141,1.4,1,6.5,6.85714285714286,2.44444444444444,6,1.44444444444444,7,1.88888888888889,3.4,4.9,4,3,1,1,1,2,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,6,7,7,6,7,6,7,7,7,7,7,3,1,2,2,5,1,4,2,2,6,6,6,6,5,6,7,1,1,1,1,3,1,3,1,1,7,7,7,7,7,7,7,1,1,1,1,4,3,2,1,3,3,2,5,4,2,5,4,2,3,4,4,4,4,3,5,6,6,5,7,5,4,4,3,3,1,1,1,45,"Part-time","white","woman","$40,001-$60,000","4yearColl",""
142,3.4,3.25,3,6,4,6,3,5.14285714285714,3.77777777777778,4.9,4.3,3,2.5,4,5,3,3,3,3,5,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,6,6,6,6,6,6,6,5,3,3,4,5,5,5,3,3,6,6,5,7,6,6,6,3,3,3,3,3,3,3,3,3,5,5,5,5,5,6,5,5,4,4,3,4,4,5,3,2,5,5,5,5,4,3,6,5,5,6,4,4,4,5,3,5,5,5,5,3,4,2,3,2,1,1,1,33,"Full-time","white","man","$20,001-$40,000","4yearColl",""
143,2.1,2.125,3,7,2.11111111111111,6.14285714285714,1.55555555555556,4.85714285714286,1.88888888888889,2.6,6.9,4.5,1.5,4,5,2,1,1,1,6,1,1,1,2,2,2,2,2,3,2,2,2,3,3,3,3,7,7,7,7,7,7,7,6,1,1,2,1,2,4,1,1,7,4,6,7,6,6,7,2,1,1,2,1,1,4,1,1,5,5,7,5,4,4,4,3,1,1,1,1,1,7,1,1,2,1,2,1,1,2,1,2,7,7,7,7,6,7,7,7,7,7,7,7,5,4,2,1,1,1,1,33,"Full-time","hispanic","man","$60,001-$80,000","2yearColl",""
144,3,3,5,6.71428571428571,4.33333333333333,5.71428571428571,1.77777777777778,5.14285714285714,1.22222222222222,4.1,6.1,3.5,2,3,4,3,2,2,3,4,2,3,3,4,3,3,3,3,3,3,3,3,5,5,5,5,6,7,7,7,7,6,7,5,5,5,5,4,5,4,5,1,6,6,6,6,5,6,5,2,2,2,2,2,2,2,1,1,6,5,6,6,4,5,4,1,2,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,5,4,7,5,6,5,6,6,7,7,6,6,4,3,2,2,1,1,1,29,"Full-time","black","man","$20,001-$40,000","GED",""
145,4.3,4,2.75,4.85714285714286,4.77777777777778,3.71428571428571,3.55555555555556,5.14285714285714,5,5.6,5.6,4,3.5,4,5,2,6,6,3,7,4,4,2,4,7,6,4,4,3,2,5,1,3,2,1,5,6,6,4,5,4,5,4,5,5,5,3,5,3,5,7,5,3,3,2,5,6,3,4,4,4,4,4,4,3,2,3,4,7,5,2,7,4,4,7,5,6,4,6,2,5,5,6,6,4,7,4,6,5,6,6,7,4,7,7,4,6,4,7,5,5,6,6,6,4,4,3,4,1,1,1,33,"Part-time","black","woman","$40,001-$60,000","MA",""
146,2.6,2.625,3,6.14285714285714,5.66666666666667,5.28571428571429,2.22222222222222,6,2.66666666666667,4.3,5,5,2.5,2,5,3,1,3,2,4,1,1,2,4,2,4,2,1,4,2,5,1,3,2,2,5,7,6,5,7,7,6,5,6,7,7,6,5,5,5,7,3,6,3,6,5,5,6,6,3,3,2,3,1,3,2,1,2,6,5,7,6,7,4,7,4,3,2,3,4,1,4,1,2,3,5,5,5,2,5,3,3,6,6,5,5,4,6,4,5,5,5,6,5,5,5,3,2,0,0,1,28,"Full-time","white","man","$60,001-$80,000","GED",""
147,3.1,3.25,1.5,5.57142857142857,2.22222222222222,5.57142857142857,2.33333333333333,6.42857142857143,3.66666666666667,5,5.3,4.5,2.5,2,7,3,1,3,5,3,3,1,2,3,5,5,3,2,1,2,3,5,1,3,1,1,5,5,7,6,5,6,5,3,3,3,1,1,3,4,1,1,6,4,7,5,5,5,7,4,3,3,1,1,3,4,1,1,7,7,7,7,5,5,7,7,3,3,3,7,1,7,1,1,3,5,3,5,6,4,5,5,7,7,5,3,1,7,7,7,7,4,7,5,4,5,3,2,1,1,1,41,"Full-time","hispanic","man","$20,001-$40,000","4yearColl",""
148,1.9,1.625,5,6.71428571428571,1.66666666666667,6.85714285714286,1.88888888888889,4.14285714285714,3.33333333333333,3.3,5.4,5,4,3,3,2,1,1,1,4,1,1,1,4,2,1,1,1,3,3,1,1,6,5,4,5,7,6,7,7,6,7,7,1,1,1,1,4,1,4,1,1,7,6,7,7,7,7,7,3,1,1,1,3,1,4,2,1,4,6,1,4,4,4,6,4,1,4,2,6,6,5,1,1,3,4,3,4,1,2,2,5,3,6,6,5,4,4,7,7,7,6,6,2,5,5,3,5,0,1,0,48,"Full-time","white","woman","$60,001-$80,000","4yearColl",""
149,3.3,3.625,5,6.85714285714286,3.66666666666667,6.85714285714286,1.88888888888889,4,3.66666666666667,4.2,4.3,4.5,2,2,4,3,5,3,2,4,3,2,2,5,4,3,4,3,5,2,6,2,5,5,5,5,7,6,7,7,7,7,7,4,1,4,4,6,4,4,5,1,7,7,7,7,6,7,7,2,1,1,1,4,2,2,3,1,4,3,6,4,4,3,4,3,3,2,3,6,3,5,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,6,5,4,5,2,2,1,1,1,39,"Full-time","white","woman","$60,001-$80,000","GED",""
150,2,2,5,6.28571428571429,2.11111111111111,6.28571428571429,1.88888888888889,5.57142857142857,1.77777777777778,1.7,6.1,4.5,1,2,2,2,1,2,2,2,2,1,1,5,1,2,2,2,2,2,3,2,6,5,6,3,7,4,7,6,6,7,7,4,1,1,1,2,1,4,1,4,7,4,7,6,6,7,7,2,1,1,1,4,1,2,1,4,4,5,7,5,5,7,6,2,1,1,3,1,1,4,1,2,2,1,1,1,1,1,2,2,3,3,7,6,7,6,6,5,6,5,7,6,4,5,1,1,1,1,1,43,"Full-time","white","woman","$80,001-$100,000","GED",""
151,2.7,3,4.5,5.28571428571429,2.33333333333333,5.71428571428571,1.77777777777778,6.28571428571429,2.22222222222222,3.5,5.6,4.5,2,2,2,2,2,2,2,5,2,2,5,3,3,3,2,3,2,4,4,3,4,4,4,6,5,4,5,6,5,6,6,3,2,3,2,3,2,2,2,2,6,4,5,6,6,6,7,2,2,2,1,3,2,1,1,2,6,6,7,6,7,5,7,4,1,1,2,4,1,4,2,1,2,4,4,4,3,4,3,4,2,5,6,5,4,5,6,6,6,6,6,6,5,4,2,2,1,1,1,48,"Full-time","multiracial","woman","$140,001-$160,000","MA","I love my job and my team."
152,3.9,4.375,3.75,4.14285714285714,4.22222222222222,4.28571428571429,4.22222222222222,4.14285714285714,4,4.5,4.8,3,3,3,4,4,4,4,4,4,4,4,3,4,5,5,5,5,3,3,5,4,4,3,4,4,5,4,3,4,4,4,5,5,5,4,5,4,4,3,4,4,4,5,4,5,4,4,4,5,4,5,4,3,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,5,5,5,5,4,4,4,4,5,5,4,4,5,5,5,5,5,5,5,5,4,3,3,3,3,1,1,1,28,"Full-time","white","man","$120,001-$140,000","PHD",""
153,2.2,1.5,4.75,6.71428571428571,2.88888888888889,6.42857142857143,1.66666666666667,6.42857142857143,2.77777777777778,2.8,5.6,4,2.5,2,2,2,1,1,1,5,1,1,5,3,2,1,1,1,2,1,2,2,5,5,4,5,7,6,6,7,7,7,7,5,3,3,3,2,1,6,2,1,7,5,7,7,6,6,7,3,1,1,2,2,1,3,1,1,7,6,6,6,7,6,7,6,2,2,2,2,2,6,1,2,3,2,2,2,1,2,1,4,6,5,7,5,6,6,7,5,6,6,3,5,4,4,3,2,1,1,1,46,"Full-time","white","woman","$120,001-$140,000","MA",""
154,2.3,2.125,3.25,4.85714285714286,3.44444444444444,5.42857142857143,3.11111111111111,5.28571428571429,4.55555555555556,3.2,4.8,4.5,4,3,2,1,2,1,4,5,1,1,2,4,1,2,2,2,3,3,2,2,4,3,3,3,6,3,4,5,4,6,6,3,2,3,4,5,3,4,4,3,6,4,5,6,5,6,6,3,3,3,3,4,3,4,3,2,6,6,3,6,6,5,5,6,5,6,5,5,5,4,4,1,2,4,3,4,2,3,4,4,3,3,6,4,5,2,5,5,6,4,6,5,4,5,4,4,1,1,1,47,"Full-time","white","man","$100,001-$120,000","GED",""
155,3.4,2,6,6.71428571428571,4.55555555555556,5.71428571428571,3,5.14285714285714,4.33333333333333,4.5,5.8,4.5,4.5,4,5,6,1,4,2,2,4,1,6,3,2,2,2,2,2,2,2,2,6,6,6,6,7,6,7,7,6,7,7,4,2,7,5,4,7,4,6,2,6,6,6,6,5,6,5,4,2,3,4,4,2,4,1,3,5,4,5,5,6,5,6,4,5,5,6,5,3,6,3,2,2,5,5,3,4,5,5,5,5,6,7,7,5,7,4,4,6,6,6,6,5,4,4,5,1,1,1,53,"Full-time","white","man","$20,001-$40,000","2yearColl",""
156,3.6,4.25,3.5,4.71428571428571,4.88888888888889,4.42857142857143,4.33333333333333,5.28571428571429,5.11111111111111,4.7,5.1,3,2.5,3,4,2,4,5,4,4,3,4,3,3,4,5,4,4,6,3,5,3,2,4,5,3,5,5,5,4,5,4,5,5,4,6,4,5,6,4,5,5,5,3,4,6,4,4,5,5,5,5,4,2,5,4,5,4,5,6,6,5,5,5,5,5,6,7,5,6,4,6,5,2,4,5,3,4,6,4,5,5,6,5,5,6,3,5,5,5,7,6,3,6,3,3,3,2,0,1,0,31,"Full-time","white","man","$100,001-$120,000","MA",""
157,3,4.25,3,5.85714285714286,3.88888888888889,6,3.44444444444444,6.14285714285714,4.44444444444444,3.4,6.1,4,3,2,3,6,2,2,3,3,2,3,3,3,6,5,5,5,3,2,5,3,3,3,3,3,6,5,6,6,6,6,6,5,3,2,2,5,4,6,4,4,6,5,7,6,6,6,6,4,2,3,2,5,4,5,2,4,6,6,7,6,6,6,6,6,5,4,4,6,3,6,4,2,3,3,3,3,3,3,5,5,3,3,6,7,6,6,6,6,6,6,6,6,5,3,4,2,1,1,1,36,"Full-time","white","woman","$80,001-$100,000","2yearColl",""
158,2.2,4,6.25,6.28571428571429,3.77777777777778,7,2.22222222222222,1.42857142857143,2.66666666666667,5.7,4.2,2.5,1,2,2,3,3,2,1,2,1,1,3,4,4,4,4,4,4,4,4,4,5,7,6,7,7,6,6,6,7,6,6,1,2,3,5,4,7,4,7,1,7,7,7,7,7,7,7,1,1,2,4,4,2,4,1,1,1,1,4,1,1,1,1,1,1,1,1,7,4,7,1,1,5,5,5,5,5,7,5,6,7,7,4,2,5,3,4,4,7,4,6,3,3,2,1,1,1,1,1,19,"Part-time","multiracial","man","$20,001-$40,000","GED",""
159,3.7,4.25,4.25,4.57142857142857,3.22222222222222,4.85714285714286,2.66666666666667,4.14285714285714,3.77777777777778,2.3,5,2.5,2,3,3,2,5,6,3,3,2,5,3,5,4,4,6,6,5,3,3,3,3,5,3,6,5,3,3,5,5,6,5,5,3,2,3,2,5,2,5,2,5,5,6,2,5,5,6,2,4,3,3,2,2,4,2,2,3,4,5,4,4,4,5,4,5,5,4,6,3,5,1,1,2,2,3,2,2,3,2,2,3,2,6,5,4,5,5,5,6,5,6,3,3,2,2,2,1,1,1,18,"Part-time","white","man","$100,001-$120,000","GED",""
160,1.4,2.125,5.75,6.42857142857143,2.22222222222222,6.57142857142857,2.22222222222222,6.42857142857143,2.88888888888889,2.5,5.9,5,3.5,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,3,2,3,1,6,6,6,5,7,6,6,7,6,6,7,4,2,2,2,3,1,4,1,1,7,6,6,6,7,7,7,4,2,1,3,3,1,4,1,1,6,6,6,6,7,7,7,5,2,2,4,3,2,5,1,2,2,2,2,2,2,2,3,3,2,5,6,6,6,7,5,7,6,4,7,5,5,5,4,3,1,1,1,45,"Full-time","white","man","$140,001-$160,000","PHD",""
161,2.8,3.625,3.25,7,5,6,2.22222222222222,4.57142857142857,2.55555555555556,4.7,4.5,5,3,2,5,3,2,3,2,4,2,2,2,3,3,3,3,4,3,3,5,5,3,4,3,3,7,7,7,7,7,7,7,7,5,5,5,5,7,5,5,1,7,3,6,7,6,6,7,3,1,1,3,3,2,5,1,1,4,6,5,4,4,4,5,4,2,2,2,3,2,4,1,3,5,5,3,5,4,5,5,6,3,6,5,4,3,5,3,5,5,6,6,3,5,5,3,3,1,1,1,24,"Full-time","hispanic","woman","$80,001-$100,000","GED",""
162,2.9,4.625,2.75,6.42857142857143,3.22222222222222,6.71428571428571,3.33333333333333,4.71428571428571,4,4.9,5.6,5,2.5,4,4,2,7,1,1,6,1,5,1,1,5,5,5,3,5,5,4,5,2,2,3,4,6,5,7,7,7,6,7,6,1,3,5,3,5,3,1,2,7,7,7,7,6,6,7,6,2,2,6,2,5,5,1,1,5,7,5,5,4,5,2,5,5,1,3,2,5,5,4,6,4,6,6,6,2,4,2,6,7,6,6,7,5,7,6,7,5,7,3,3,5,5,4,1,0,1,1,46,"Unemployed","white","man","$0-$20,000","4yearColl",""
163,3.7,3.125,5.5,4,2.55555555555556,4.57142857142857,2.66666666666667,5.85714285714286,3.55555555555556,4.1,5.7,2.5,1,4,5,3,5,6,2,5,1,5,2,3,2,4,3,4,4,2,3,3,5,6,7,4,2,3,5,2,4,6,6,2,2,2,1,2,6,4,2,2,5,3,5,4,5,4,6,3,3,3,2,3,4,4,1,1,5,6,6,5,6,6,7,3,4,2,4,4,6,3,4,2,3,5,5,4,3,4,3,4,4,6,6,5,5,6,6,5,6,6,6,6,3,2,1,1,1,1,1,37,"Full-time","asian","woman","$100,001-$120,000","4yearColl",""
164,3.3,4.625,3,5.42857142857143,2.55555555555556,5.71428571428571,2.11111111111111,4.14285714285714,2.22222222222222,4.1,5.3,3,1,3,5,3,2,2,3,5,2,4,3,4,5,5,5,4,3,5,5,5,3,3,3,3,7,3,6,5,6,5,6,1,2,3,2,5,3,2,2,3,7,3,6,6,6,6,6,3,2,2,2,1,3,1,2,3,5,3,6,3,3,5,4,2,1,2,1,4,2,4,2,2,5,5,5,3,3,3,5,4,3,5,5,5,6,5,5,6,5,5,6,5,3,3,1,1,1,1,1,33,"Full-time","white","woman","$20,001-$40,000","GED",""
165,4.5,4.75,3.75,4.14285714285714,4.44444444444444,4.57142857142857,4.55555555555556,5.42857142857143,4.88888888888889,4.7,5.6,3.5,3.5,5,6,2,5,5,5,5,4,6,3,4,5,5,6,4,5,4,4,5,2,3,4,6,4,4,5,5,3,6,2,4,5,4,5,5,4,6,5,2,6,6,3,5,5,3,4,4,4,5,5,4,5,7,4,3,7,7,5,5,6,5,3,6,6,6,5,4,4,5,6,2,6,4,5,3,5,5,6,4,5,4,6,5,7,6,4,5,7,5,6,5,4,3,4,3,1,1,1,35,"Full-time","white","man","$80,001-$100,000","MA","nice"
166,2,1,5.5,6.42857142857143,1.88888888888889,6,2,5.57142857142857,3.22222222222222,4.5,5.5,3.5,3,4,2,1,1,1,2,6,1,1,2,3,1,1,1,1,1,1,1,1,5,6,5,6,7,4,6,7,7,7,7,2,1,1,1,2,1,5,1,3,7,4,5,7,6,7,6,2,1,1,2,2,2,4,1,3,6,6,6,5,6,5,5,3,3,2,5,5,2,3,3,3,4,5,4,2,5,5,5,5,4,6,7,5,3,6,6,6,6,5,7,4,4,3,3,3,1,1,1,60,"Full-time","white","woman","$120,001-$140,000","PHD",""
167,2.5,2.25,3.5,7,1.44444444444444,6.85714285714286,1.33333333333333,7,3,3.7,7,5,5,2,6,1,1,7,1,3,1,1,1,3,2,4,4,1,1,1,3,2,2,4,1,7,7,7,7,7,7,7,7,4,1,1,1,1,1,2,1,1,7,6,7,7,7,7,7,2,1,1,2,1,1,2,1,1,7,7,7,7,7,7,7,6,3,1,7,1,1,6,1,1,1,1,6,1,5,5,2,5,6,5,7,7,7,7,7,7,7,7,7,7,5,5,5,5,1,1,1,25,"Full-time","white","woman","$60,001-$80,000","4yearColl",""
168,2.1,4.875,5.75,6.71428571428571,3.44444444444444,6.42857142857143,1.55555555555556,4.85714285714286,2.77777777777778,4.4,4.2,5,3.5,2,2,2,3,2,1,2,2,2,2,3,5,5,5,5,5,5,5,4,6,6,6,5,7,7,6,7,6,7,7,5,2,5,4,2,5,2,4,2,7,7,6,7,6,6,6,2,2,2,2,1,2,1,1,1,4,3,6,4,6,5,6,4,3,3,4,2,3,4,1,1,3,4,5,3,5,3,6,4,6,5,5,3,4,5,4,5,5,3,5,3,5,5,3,4,1,1,1,35,"Full-time","asian","man","$120,001-$140,000","PHD",""
169,1.9,3,6,6.14285714285714,1.44444444444444,7,1,7,1,2.6,5.5,5,1,1,2,2,2,1,2,2,2,1,3,2,2,2,2,2,6,6,2,2,6,6,6,6,7,6,7,2,7,7,7,2,1,3,1,2,1,1,1,1,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,2,2,2,2,1,5,2,2,2,6,7,5,5,5,6,6,6,5,5,5,5,5,1,1,1,1,1,50,"Full-time","white","woman","$100,001-$120,000","4yearColl","no comments thank you"
170,2.1,1.875,4,7,2.11111111111111,7,4.22222222222222,7,3.11111111111111,2.3,7,5,5,4,5,2,1,1,1,6,1,1,1,2,2,1,1,3,1,1,5,1,3,3,3,7,7,7,7,7,7,7,7,2,2,1,1,3,1,6,2,1,7,7,7,7,7,7,7,4,3,1,4,3,7,6,3,7,7,7,7,7,7,7,7,4,2,1,4,4,2,7,3,1,5,2,1,1,1,1,1,5,1,5,7,7,7,7,7,7,7,7,7,7,5,5,5,5,1,1,1,39,"Full-time","black","man","$80,001-$100,000","MA","N/A"
171,1.7,4.875,4.25,7,6.33333333333333,5.85714285714286,1,3.42857142857143,1.66666666666667,7,5.7,3,1,4,3,3,1,1,1,3,1,1,1,2,5,5,5,6,2,5,6,5,3,5,3,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,6,7,7,3,5,6,1,1,1,1,1,1,1,1,1,4,4,4,4,2,2,4,1,1,1,1,7,1,1,1,1,7,7,7,7,7,7,7,7,7,7,2,7,7,5,7,7,6,5,6,5,4,2,1,1,1,1,1,42,"Full-time","white","man","$160,001-$180,000","GED",""
172,2.6,3.125,3.75,5.57142857142857,3.33333333333333,6.42857142857143,1.44444444444444,5,3,4.4,5.2,4,2,4,5,3,1,1,1,3,4,2,3,3,3,2,2,2,3,5,5,3,4,3,3,5,6,3,6,6,6,6,6,5,2,3,4,4,2,6,2,2,7,6,7,7,6,6,6,1,1,1,1,1,2,4,1,1,6,6,5,5,3,5,5,3,3,3,3,3,4,3,3,2,5,4,5,4,4,4,4,4,4,6,6,5,6,4,5,5,5,5,6,5,4,4,2,2,1,1,1,34,"Full-time","white","man","$20,001-$40,000","2yearColl",""
173,2.7,1.75,3,6.42857142857143,4.77777777777778,6.28571428571429,1.44444444444444,7,2.55555555555556,6.3,2.9,5,1.5,1,5,6,1,1,1,5,1,1,1,5,1,1,1,1,7,1,1,1,3,3,3,3,6,7,7,6,7,5,7,5,4,7,6,6,5,2,7,1,7,6,7,7,5,6,6,2,1,2,2,1,1,2,1,1,7,7,7,7,7,7,7,1,4,5,2,6,2,1,1,1,7,7,7,7,5,7,7,2,7,7,3,1,1,1,1,6,5,3,6,2,5,5,2,1,1,1,1,39,"Full-time","white","man","$40,001-$60,000","GED",""
174,3.9,4.5,3.25,4.85714285714286,4.22222222222222,5.42857142857143,4.77777777777778,4.28571428571429,4.88888888888889,5.4,5.5,4.5,3,5,4,1,6,4,3,7,1,7,4,2,4,5,7,7,2,2,5,4,3,4,1,5,7,6,1,5,6,6,3,6,4,4,4,1,4,4,4,7,6,6,4,5,6,6,5,7,5,4,7,4,4,1,7,4,6,4,1,5,4,4,6,4,7,4,6,2,4,3,7,7,6,5,6,7,4,4,4,7,5,6,4,7,7,7,4,5,5,6,5,5,4,5,3,3,1,1,1,25,"Full-time","white","man","$100,001-$120,000","4yearColl",""
175,2.3,2.875,4,6.85714285714286,2.77777777777778,5.85714285714286,2,4.28571428571429,3,2.2,4.4,4,3.5,1,3,3,2,1,2,5,2,1,2,2,3,3,3,3,3,2,3,3,5,5,3,3,7,6,7,7,7,7,7,3,2,3,2,4,3,4,2,2,7,3,6,7,5,7,6,2,2,1,2,2,3,4,1,1,4,4,5,4,4,5,4,4,3,2,3,5,2,4,2,2,2,1,3,1,2,3,1,2,2,5,5,3,5,3,4,5,3,5,6,5,4,4,3,4,1,1,1,38,"Full-time","white","woman","$140,001-$160,000","4yearColl",""
176,3.1,3.875,6,6.85714285714286,1.88888888888889,7,1.33333333333333,7,3.11111111111111,2.9,7,5,5,1,6,4,1,7,1,5,1,2,2,2,5,5,3,5,3,3,5,2,5,6,6,7,7,7,7,7,7,7,6,2,2,2,5,1,1,2,1,1,7,7,7,7,7,7,7,3,1,1,2,1,1,1,1,1,7,7,7,7,7,7,7,7,3,1,6,1,1,7,1,1,1,1,5,2,2,1,1,4,5,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,1,1,1,27,"Full-time","black","man","$60,001-$80,000","4yearColl",""
