"PID","Status","Progress","Duration..in.seconds.","Finished","consent","commit","CWV_1","CWV_2","CWV_3","CWV_4","CWV_5","CWV_6","CWV_7","CWV_8","CWV_9","CWV_10","check_1","ZSB_1","ZSB_2","ZSB_3","ZSB_4","ZSB_5","ZSB_6","ZSB_7","ZSB_8","copri_1","copri_2","copri_3","copri_4","exp_infl_1","exp_infl_2","exp_infl_3","exp_infl_4","exp_infl_5","exp_infl_6","exp_infl_7","exp_infl_8","exp_infl_9","exp_infl_10","exp_infl_11","exp_infl_12","exp_infl_13","exp_infl_14","exp_infl_15","exp_infl_16","exp_rel_1","exp_rel_2","exp_rel_3","exp_rel_4","exp_rel_5","exp_rel_6","exp_rel_7","exp_rel_8","check_2","exp_rel_9","exp_rel_10","exp_rel_11","exp_rel_12","exp_rel_13","exp_rel_14","exp_rel_15","exp_rel_16","TOPS_coer_1","TOPS_coer_2","TOPS_coer_3","TOPS_coer_4","TOPS_coer_5","TOPS_coer_6","TOPS_coer_7","TOPS_coer_8","TOPS_coer_9","TOPS_coer_10","TOPS_coll_1","TOPS_coll_2","TOPS_coll_3","TOPS_coll_4","TOPS_coll_5","TOPS_coll_6","TOPS_coll_7","TOPS_coll_8","TOPS_coll_9","TOPS_coll_10","infl_care","rel_care","infl_bother","rel_bother","tradeoff","self_1","self_2","self_3","self_4","self_5","self_6","self_7","self_8","self_9","self_10","self_11","self_12","self_13","self_14","self_15","self_16","age","gender_.99_TEXT","race_5_TEXT","feedback","Employment_1","Employment_2","Employment_3","Employment_4","Employment_5","Employment_6","Employment_7","Employment_8","Employment_9","gender","race_1","race_2","race_3","race_4","race_5","race_6","edu","income"
196,"0","100","656","1","1","1","4","6","2","2","6","2","5","3","3","4","5","3","5","3","5","3","3","4","3","3","2","3","5","6","5","6","3","2","3","7","4","3","6","4","2","6","3","6","2","6","4","5","3","2","2","6","3","1","5","5","3","4","6","1","6","2","5","3","3","2","2","5","2","5","5","5","6","5","6","4","4","6","4","5","5","5","2","4","2","4","2","6","3","5","2","2","1","6","3","6","5","2","3","4","1","4","1","21","","","","Full-time","","","","","","","","","woman","","","white","","","","4yearColl","$20,001-$40,000"
197,"0","100","778","1","1","1","1","6","3","1","7","2","7","1","6","5","5","4","4","4","4","5","4","4","4","3","3","3","5","6","3","6","3","1","5","7","5","4","6","3","4","6","5","7","4","6","2","4","2","1","2","7","2","1","4","6","1","4","6","1","6","1","4","1","4","4","3","4","4","4","1","4","1","4","4","1","4","4","4","3","6","5","1","2","1","2","1","4","1","1","1","3","1","3","1","7","1","1","7","2","1","1","2","50","","","None","Full-time","","","","","","","","","man","","","white","","","","MA","$60,001-$80,000"
198,"0","100","880","1","1","1","5","3","4","4","4","5","4","4","5","3","5","3","3","4","3","5","5","3","5","5","5","5","3","5","4","5","4","4","6","6","6","4","6","6","4","5","6","5","4","5","4","5","2","4","3","5","4","1","4","5","5","4","5","3","5","4","4","4","4","4","6","6","4","4","5","6","2","2","4","2","4","2","2","4","6","4","1","2","1","2","4","3","2","6","4","3","4","3","2","6","3","2","7","3","2","2","4","53","","","","","Part-time","","","","","","","","man","","","white","","","","MA","$0-$20,000"
199,"0","100","863","1","1","1","5","6","5","5","5","6","6","5","6","6","5","5","6","5","5","3","3","6","2","6","5","5","6","7","5","6","6","3","3","6","5","3","6","6","3","4","5","5","2","6","5","5","5","3","3","6","5","1","3","3","5","3","6","5","6","2","3","5","6","6","6","5","3","3","5","5","6","6","6","5","5","6","5","5","5","5","5","5","4","3","5","5","5","6","6","3","3","6","6","3","6","6","3","6","3","5","3","35","","","NICE","Full-time","","","","","","","","","woman","","","white","","","","4yearColl","$60,001-$80,000"
200,"0","100","885","1","1","1","5","7","7","7","7","7","5","6","7","7","5","7","5","7","4","7","7","7","7","7","7","7","5","7","1","7","1","1","1","7","7","7","7","7","1","7","1","7","1","7","2","7","1","1","1","7","1","1","7","7","7","1","7","1","7","1","6","7","7","5","7","5","7","7","7","7","7","7","7","7","7","7","7","7","7","7","5","5","5","5","2","7","5","7","7","1","1","7","3","7","7","7","4","7","1","7","1","37","","","","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$100,001-$120,000"
201,"0","100","873","1","1","1","3","4","1","1","7","2","7","1","7","5","5","1","1","2","1","4","7","1","7","2","1","2","6","7","1","7","1","1","1","7","1","4","7","1","4","7","1","7","1","7","1","7","1","1","1","7","1","1","4","7","1","4","7","1","7","1","4","4","6","4","1","4","4","1","5","7","5","5","6","5","4","6","5","6","7","4","1","5","1","5","2","6","1","6","1","1","1","5","1","7","5","1","7","7","1","6","2","34","","","","Full-time","","","","","","","","","man","asian","","white","","","","4yearColl","$100,001-$120,000"
202,"0","100","677","1","1","1","6","3","1","3","7","7","6","1","6","4","5","5","7","5","5","4","3","7","5","7","5","6","3","7","6","2","1","1","4","7","1","7","7","1","1","7","1","6","1","1","5","1","1","1","4","7","1","1","7","7","4","1","7","1","7","1","6","1","5","1","5","5","5","1","5","6","7","7","6","7","6","7","7","7","5","7","3","5","3","3","4","6","7","6","2","1","4","6","1","3","6","6","1","6","5","6","1","44","","","","Full-time","","","","","","","","","woman","asian","","","","","","4yearColl","$140,001-$160,000"
203,"0","100","715","1","1","1","1","7","1","1","7","1","7","2","7","7","5","1","1","1","2","1","1","1","7","2","1","1","6","7","1","5","1","1","1","7","1","7","7","2","7","7","1","7","1","6","1","6","2","1","1","7","2","1","7","6","1","6","7","1","7","1","1","1","3","2","3","3","3","1","5","5","6","6","6","6","5","6","7","6","6","7","2","5","2","5","1","5","3","5","1","1","1","5","1","4","7","1","5","5","1","6","1","46","","","","","Part-time","","","","","","","","woman","","","white","","","","4yearColl","$100,001-$120,000"
204,"0","100","797","1","1","1","4","6","2","1","6","2","6","1","3","5","5","2","2","2","4","2","2","2","6","5","3","3","6","6","3","4","1","3","2","6","2","3","6","2","4","6","2","7","2","6","2","3","2","4","1","5","2","1","3","6","2","4","7","1","6","2","1","5","4","3","3","3","3","2","5","5","6","6","6","6","5","5","5","4","7","6","2","3","2","3","1","6","4","5","1","1","1","6","1","5","7","4","4","6","1","7","2","51","","","na","Full-time","","","","","","","","","woman","","","white","","","","MA","$80,001-$100,000"
205,"0","100","885","1","1","1","1","7","1","1","7","2","7","1","5","6","5","3","3","3","2","6","6","2","5","1","2","2","7","7","5","6","1","1","1","7","2","4","6","5","3","7","3","7","2","7","4","5","1","1","1","7","4","1","5","6","5","2","7","2","7","3","3","3","3","3","2","3","3","3","1","4","7","6","5","5","6","6","6","5","6","5","4","5","4","5","2","6","5","6","3","2","3","6","3","3","6","4","1","6","2","6","3","56","","","None.","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$40,001-$60,000"
206,"0","100","730","1","1","1","2","4","2","2","6","3","6","2","5","6","5","3","3","3","3","4","5","4","5","3","2","3","5","7","2","7","3","2","3","7","2","3","7","4","4","7","3","7","2","7","2","5","2","2","1","6","3","1","3","7","2","4","7","1","6","2","4","3","3","3","2","3","3","4","4","6","6","5","4","5","6","6","4","5","5","5","2","5","2","5","2","7","3","6","2","1","2","7","3","3","7","5","4","7","3","7","1","51","","","Nothing in particular","","Part-time","","","","","","","","man","","","white","","","","PHD","$20,001-$40,000"
207,"0","100","745","1","1","1","2","5","1","1","7","3","7","1","7","6","5","1","7","1","1","3","1","5","7","1","2","2","7","7","3","5","1","1","1","7","1","2","7","3","3","7","1","7","2","7","4","4","2","1","1","7","1","1","4","5","1","4","7","1","7","1","2","5","1","5","1","2","1","6","4","6","7","6","6","7","6","7","6","7","5","7","3","3","2","5","1","7","4","7","1","1","1","5","1","6","1","1","4","4","1","3","1","37","","","","Full-time","","","","","","","","","man","","black","white","","","","4yearColl","$140,001-$160,000"
208,"0","100","919","1","1","1","3","4","2","1","6","4","6","1","6","5","5","3","3","3","3","5","5","6","4","5","5","5","4","7","1","5","1","3","1","7","1","3","6","6","4","6","3","7","3","7","1","6","1","1","4","7","1","1","4","6","2","5","6","1","7","1","5","4","3","2","2","3","4","4","4","5","6","5","4","5","6","6","5","6","5","4","2","5","2","5","2","4","2","6","2","2","2","5","2","6","4","2","6","5","1","5","2","41","","","","Full-time","","","","","","","","","woman","","","white","","","","GED","$40,001-$60,000"
209,"0","100","811","1","1","1","5","3","2","1","7","5","6","1","6","5","5","5","5","5","6","6","3","4","2","5","5","6","4","7","4","5","2","2","3","7","2","6","6","2","5","6","2","7","3","7","4","6","1","3","3","6","1","1","6","6","3","5","7","2","7","1","3","3","5","5","4","5","4","5","3","4","7","6","6","6","6","7","6","4","6","5","2","5","2","5","2","5","4","6","2","1","2","4","2","6","6","2","4","7","2","7","1","36","","","","Full-time","","","","","","","","","woman","","","white","","","","2yearColl","$120,001-$140,000"
210,"0","100","926","1","1","1","6","5","6","5","4","6","5","4","6","5","5","5","5","4","5","4","4","6","4","5","4","5","5","6","4","5","5","3","5","4","6","3","5","6","5","6","6","5","4","6","6","4","4","4","6","5","6","1","3","4","6","6","5","6","5","4","6","5","4","5","5","5","5","5","6","4","5","6","5","5","6","6","5","4","6","4","4","5","3","2","4","6","5","6","5","6","6","5","6","3","6","5","6","6","4","5","3","26","","","very nice survey","Full-time","","","","","","","","","man","","","white","","","","MA","$60,001-$80,000"
211,"0","100","796","1","1","1","2","6","1","1","6","1","7","1","7","7","5","1","1","1","1","6","6","1","7","2","1","2","6","6","1","2","1","1","1","7","1","6","6","1","7","6","1","5","1","7","1","1","1","2","1","6","1","1","7","6","1","6","7","1","5","1","1","1","3","3","1","1","1","1","1","2","4","7","5","6","5","6","4","4","5","6","1","5","1","4","2","4","1","6","5","1","2","5","1","7","4","1","7","5","1","6","1","25","","","","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$60,001-$80,000"
212,"0","100","757","1","1","1","5","5","1","1","6","4","7","1","6","5","5","5","5","5","5","4","6","5","3","5","4","4","4","7","5","6","5","1","5","7","5","2","6","6","1","5","6","7","3","7","2","3","2","3","1","6","1","1","4","6","2","5","6","2","7","1","4","5","5","4","3","5","5","5","6","5","4","4","4","3","4","6","4","6","6","4","2","5","1","4","2","4","2","6","3","3","2","4","3","7","6","2","6","4","2","6","2","32","","","","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$100,001-$120,000"
213,"0","100","905","1","1","1","5","5","5","5","4","4","4","5","5","4","6","5","5","4","5","4","5","4","6","6","5","5","4","5","3","5","5","2","4","6","4","4","5","4","3","4","2","4","2","6","4","5","2","3","1","6","6","1","4","4","4","5","6","5","3","1","4","5","4","5","4","4","2","4","5","3","4","4","2","6","5","5","5","5","6","5","3","5","3","4","3","4","5","5","4","4","4","6","5","5","5","4","4","6","3","4","5","37","","","","Full-time","","","","","","","","","woman","","","white","","","","4yearColl","$60,001-$80,000"
214,"0","100","888","1","1","1","4","4","2","2","6","4","4","2","6","6","5","3","4","4","3","6","4","3","5","4","6","4","4","5","4","5","4","4","2","4","4","3","4","4","4","4","4","3","4","4","4","5","3","4","3","4","4","1","3","4","5","4","4","3","4","4","4","2","1","2","2","2","2","2","4","4","6","7","6","5","6","6","6","5","6","5","3","4","3","3","4","5","1","5","1","1","1","5","1","4","5","4","3","6","1","5","1","26","","","","Full-time","","","","","","","","","man","","","white","","","","GED","$40,001-$60,000"
215,"0","100","739","1","1","1","5","5","1","1","7","5","7","4","7","7","5","6","4","6","4","5","4","6","4","7","5","7","1","7","7","6","6","1","6","7","6","1","7","6","1","7","7","7","1","7","4","7","1","1","4","7","1","1","6","7","2","5","7","1","7","1","5","5","4","5","4","5","5","6","5","6","6","4","6","7","4","4","5","5","7","6","2","4","1","5","3","4","3","5","4","3","4","4","4","2","5","4","2","5","5","5","2","30","","","","Full-time","","","","","","","","","woman","","","","hispanic","","","GED","$20,001-$40,000"
216,"0","100","855","1","1","1","1","1","1","1","7","1","7","1","7","6","5","1","1","1","1","4","4","1","1","1","1","1","7","7","1","4","1","1","1","7","1","1","1","1","1","1","1","1","1","3","1","4","1","1","1","6","1","1","7","1","1","4","7","1","7","1","2","2","2","2","2","1","2","2","5","2","6","7","7","7","7","7","7","6","7","6","1","5","1","4","1","7","1","7","1","1","1","7","1","7","7","1","7","7","1","7","1","40","","","","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$60,001-$80,000"
217,"0","100","769","1","1","1","3","7","2","1","7","2","7","1","5","4","5","2","2","2","2","5","6","5","6","3","3","5","5","7","6","5","2","1","5","7","5","2","6","5","4","6","5","7","1","7","1","2","1","1","1","7","3","1","6","6","2","3","7","1","7","1","5","5","2","1","1","2","2","5","5","6","6","7","5","6","5","7","7","6","6","5","2","4","2","2","1","5","2","4","1","3","1","4","2","7","4","1","4","4","1","5","3","43","","","","Full-time","","","","","","","","","man","","","white","","","","4yearColl","Over $200,000"
218,"0","100","945","1","1","1","4","6","3","4","6","5","5","3","3","1","5","4","5","3","4","4","4","6","5","4","6","6","6","5","7","6","7","1","7","5","7","2","6","7","2","5","7","5","4","7","4","3","1","2","3","7","3","1","4","6","2","4","6","2","6","1","5","7","7","5","5","5","5","6","6","7","5","4","5","2","2","4","4","5","5","5","1","2","1","2","3","2","1","4","2","6","1","2","2","7","4","3","7","3","1","4","4","56","","","I am an atheist socialist","Full-time","","","","","","","","","woman","asian","","white","","","","4yearColl","$0-$20,000"
219,"0","100","896","1","1","1","2","6","2","2","6","2","6","2","6","6","5","2","4","2","2","6","6","2","6","2","2","2","6","7","7","5","2","2","1","7","2","6","6","1","4","7","1","7","3","7","2","6","1","1","1","7","2","1","7","6","1","7","7","1","7","2","2","2","3","2","2","2","2","2","2","5","6","6","5","6","6","6","6","6","6","5","1","5","1","5","1","5","2","6","2","2","2","6","2","3","4","1","6","5","3","5","2","62","","","","","Part-time","","","","","","","","woman","","","white","","","","MA","$20,001-$40,000"
220,"0","100","719","1","1","1","4","7","1","1","4","4","4","4","7","2","5","6","1","7","1","4","7","2","4","4","4","1","7","7","4","6","4","1","1","7","4","7","6","4","1","7","1","4","4","6","2","4","4","1","1","6","1","1","7","5","1","4","7","1","7","4","4","1","1","1","5","4","1","1","1","1","7","6","5","6","4","4","7","4","6","7","5","5","1","1","5","7","7","5","5","1","1","1","1","1","1","4","1","5","1","4","1","36","","","","Full-time","","","","","","","","","man","","black","","","","","4yearColl","$80,001-$100,000"
221,"0","100","823","1","1","1","5","5","5","3","7","6","5","6","5","5","5","4","6","6","2","2","2","2","2","6","3","6","6","7","2","5","6","2","1","5","1","4","7","1","2","5","2","6","1","7","5","6","2","1","1","6","6","1","4","6","1","4","6","1","6","1","3","3","3","4","4","3","3","6","3","5","5","6","7","6","6","6","7","6","6","6","2","5","3","4","4","5","6","6","6","3","6","5","6","3","2","6","3","5","2","6","3","24","","","","Full-time","","","","","","","","","man","","black","","","","","4yearColl","$40,001-$60,000"
222,"0","100","783","1","1","1","6","6","6","6","5","6","5","5","5","5","5","5","4","5","5","6","5","5","5","6","6","5","5","4","1","5","4","5","1","6","4","4","4","5","5","4","4","4","5","6","4","5","3","4","5","5","6","1","4","4","5","4","5","4","5","4","5","5","2","6","6","5","5","2","2","6","5","5","5","5","5","5","6","5","4","5","1","4","1","4","1","1","5","4","2","1","1","5","4","1","6","6","5","6","1","6","1","36","","","","Full-time","","","","","","","","","woman","","","white","","","","GED","$0-$20,000"
223,"0","100","895","1","1","1","2","2","2","3","6","2","2","2","6","3","5","2","2","2","2","2","2","2","2","2","2","2","2","6","2","6","5","1","1","5","1","6","5","5","4","6","1","6","2","6","6","6","2","2","2","4","2","1","6","6","4","6","6","2","6","2","3","2","2","2","2","2","2","2","2","3","5","5","6","5","5","5","5","5","5","5","3","3","3","3","4","4","3","4","4","2","2","4","4","4","4","4","4","4","1","4","2","33","","","","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$80,001-$100,000"
224,"0","100","983","1","1","1","4","4","5","5","4","3","3","3","4","3","5","3","4","5","3","4","5","5","3","4","5","3","4","5","4","5","5","3","3","5","4","3","3","5","4","5","3","4","3","5","3","4","4","3","3","5","3","1","3","4","3","3","3","5","4","4","4","5","3","5","4","4","4","5","3","3","5","4","4","3","4","4","3","4","3","5","3","4","2","3","2","4","3","4","3","4","4","3","3","4","4","3","3","4","3","4","4","49","","","Thank you.","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$80,001-$100,000"
225,"0","100","978","1","1","1","4","6","4","1","7","5","7","1","6","4","5","3","2","2","2","4","6","2","6","4","5","6","4","6","2","5","2","1","1","6","4","4","6","1","4","6","1","7","2","7","2","4","1","1","1","6","4","1","6","6","1","4","6","1","6","2","4","5","6","6","5","5","5","4","4","6","5","4","3","4","4","5","4","6","6","4","3","4","2","1","3","5","1","4","1","1","1","5","1","6","5","2","6","5","1","5","2","57","","","","Full-time","","","","","","","","","woman","","black","","","","","PHD","$60,001-$80,000"
226,"0","100","924","1","1","1","1","2","2","2","7","2","2","2","7","2","5","2","2","2","1","2","2","2","2","1","1","1","2","7","6","6","6","2","6","5","5","4","6","6","2","6","1","7","1","6","4","5","2","1","1","6","4","1","4","6","4","4","7","1","6","1","1","2","1","2","2","2","2","2","2","2","5","6","6","5","5","5","6","6","6","6","4","4","4","5","5","6","6","6","2","2","2","6","2","5","6","5","2","6","1","6","1","30","","","","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$100,001-$120,000"
227,"0","100","911","1","1","1","4","6","5","5","5","6","4","4","6","6","5","4","5","5","5","4","6","6","5","3","4","5","5","5","3","6","5","5","3","3","6","6","4","4","6","5","5","6","5","5","4","5","3","4","4","7","5","1","5","6","4","5","6","5","6","4","5","3","3","5","6","6","5","5","5","4","4","4","6","5","5","5","5","5","3","6","3","4","4","2","3","7","5","6","4","6","4","6","6","5","6","5","5","4","4","4","6","43","","","it was good","Full-time","","","","","","","","","man","asian","","white","","","","4yearColl","$60,001-$80,000"
228,"0","100","908","1","1","1","1","7","1","1","7","1","7","1","6","6","5","2","2","1","1","6","7","3","7","1","1","1","7","6","3","5","1","1","1","7","1","7","6","1","4","7","1","6","1","6","4","5","1","2","1","6","1","1","6","6","1","5","7","1","7","2","1","2","4","3","1","3","1","4","4","6","6","6","5","7","6","6","5","6","6","7","3","4","2","5","2","4","4","6","1","1","1","5","1","6","4","1","3","4","1","4","2","61","","","","Full-time","","","","","","","","","woman","","","white","","","","4yearColl","$140,001-$160,000"
229,"0","100","891","1","1","1","4","5","2","2","6","5","6","2","6","4","5","2","3","2","2","3","2","6","6","6","4","5","2","6","4","6","2","4","2","6","3","6","6","2","4","6","1","6","2","6","3","6","1","2","2","6","2","1","6","6","2","5","6","1","6","1","2","3","4","3","2","2","3","4","4","6","6","5","3","4","5","6","4","5","6","4","2","3","2","4","2","4","1","4","1","2","1","4","1","6","6","1","3","5","1","5","2","33","","","","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$140,001-$160,000"
230,"0","100","970","1","1","1","5","6","6","6","6","4","4","4","5","4","5","4","3","6","4","4","5","6","4","5","5","6","4","7","6","6","5","3","5","2","4","6","6","5","5","6","6","5","6","4","6","3","3","4","2","3","4","1","5","3","7","4","3","5","4","2","6","6","4","7","5","6","4","3","6","3","4","5","5","5","3","5","5","5","4","4","3","2","3","5","2","7","6","5","6","5","4","4","6","4","5","5","6","5","4","6","6","39","","","good","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$60,001-$80,000"
231,"0","100","809","1","1","1","3","5","2","1","7","5","6","1","6","5","5","2","2","2","3","5","6","2","6","3","2","3","6","7","3","6","2","1","2","7","2","3","5","5","3","6","5","7","3","7","3","6","2","2","1","7","1","1","6","6","2","5","5","1","7","2","3","3","2","2","5","2","5","2","6","6","6","5","5","5","5","6","6","5","5","5","2","4","2","4","2","6","3","6","2","2","3","6","5","6","5","2","3","5","2","5","2","37","","","none","Full-time","","","","","","","","","man","","","white","","","","MA","$80,001-$100,000"
232,"0","100","910","1","1","1","1","6","1","1","7","1","7","1","6","5","5","1","1","1","2","6","6","2","6","2","1","2","5","7","4","7","2","2","4","7","2","3","6","2","4","6","4","6","1","7","4","6","1","4","1","7","1","1","4","5","1","4","5","1","5","2","1","2","2","2","2","4","5","4","3","5","6","6","7","7","7","6","6","7","7","6","2","5","2","5","1","5","4","5","1","1","1","5","1","5","6","1","4","5","1","4","1","52","","","n/a","Full-time","","","","","","","","","man","","","white","","","","MA","$60,001-$80,000"
233,"0","100","863","1","1","1","3","5","2","2","5","3","4","3","2","5","5","3","3","3","3","3","3","4","4","4","4","4","3","6","2","6","2","2","2","6","2","4","6","2","3","6","2","6","2","6","3","6","1","2","2","6","1","1","5","6","2","3","6","2","6","1","2","2","2","2","2","2","2","3","2","2","5","6","6","4","4","4","5","6","6","4","3","3","2","4","2","6","2","6","1","2","2","6","1","5","4","4","5","4","2","4","2","29","","","","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$60,001-$80,000"
234,"0","100","1032","1","1","1","2","6","2","2","6","2","6","2","6","6","5","2","2","2","2","6","6","2","6","2","2","2","6","7","1","5","1","1","1","7","1","7","7","1","7","7","1","7","1","7","1","4","1","1","1","4","2","1","7","7","1","4","7","1","7","1","2","2","2","2","2","2","2","2","2","3","6","6","6","6","6","6","6","6","6","6","2","5","3","5","1","6","2","6","2","2","2","6","2","6","6","2","4","6","2","6","2","62","","","","Full-time","","","","","","","","","woman","","","white","","","","2yearColl","$60,001-$80,000"
235,"0","100","1042","1","1","1","5","3","4","4","6","6","7","4","6","1","5","5","6","5","6","5","3","6","2","6","5","6","1","5","2","2","2","1","1","5","2","6","6","2","5","7","1","5","1","4","3","2","3","1","2","5","2","1","7","6","2","5","6","1","6","2","1","1","4","6","2","6","3","6","6","7","6","5","5","2","2","7","6","5","5","4","3","4","3","4","4","5","4","5","3","3","3","4","3","4","5","2","4","5","2","5","2","39","","","","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$60,001-$80,000"
236,"0","100","801","1","1","1","2","4","1","1","7","4","4","1","5","6","5","3","1","3","4","5","7","7","7","4","1","4","4","7","1","6","1","1","1","7","1","4","7","1","4","7","1","7","1","7","2","6","1","1","1","6","4","1","4","7","1","4","7","1","7","1","2","4","4","1","5","4","6","7","7","6","4","7","7","7","5","6","6","4","7","6","2","5","2","5","2","7","1","7","1","1","1","7","1","7","4","1","7","6","1","7","1","57","","","thank you","","Part-time","","","","","","","","woman","","","white","","","","2yearColl","$80,001-$100,000"
237,"0","100","960","1","1","1","2","6","1","1","6","2","7","1","6","5","5","2","2","3","1","7","5","3","5","2","2","2","6","7","1","3","1","2","1","7","1","4","6","2","4","6","1","6","3","7","1","2","1","2","1","7","1","1","4","5","4","4","7","1","5","2","2","5","6","6","1","7","1","3","1","7","7","6","2","6","6","7","7","6","7","7","2","3","1","2","2","4","1","5","1","1","1","5","1","7","5","1","6","5","1","6","2","43","","","","Full-time","","","","","","","","","woman","","","","hispanic","","","2yearColl","$40,001-$60,000"
238,"0","100","893","1","1","1","5","4","3","3","5","3","3","3","5","5","7","3","4","3","3","3","4","4","5","5","5","4","5","3","4","4","4","4","5","4","4","3","3","3","3","3","3","3","4","6","3","4","4","3","2","5","4","1","5","4","4","5","5","3","5","3","3","4","3","3","5","3","3","3","3","3","3","5","5","5","5","5","5","4","5","5","1","3","3","2","3","5","3","5","3","5","3","4","3","3","5","4","5","5","4","5","3","34","","","","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$80,001-$100,000"
239,"0","100","887","1","1","1","3","5","1","1","6","3","7","1","7","5","5","2","2","2","2","1","5","2","5","4","3","3","5","7","3","6","1","2","3","7","5","5","7","2","4","7","1","7","2","7","3","6","1","2","2","7","3","1","6","6","2","4","7","1","6","3","3","5","2","4","2","5","5","4","5","5","7","7","5","5","3","7","6","6","6","6","2","4","1","3","2","7","2","7","3","1","2","7","2","3","6","2","4","7","1","7","3","47","","","Great survey that was easy to navigate","Full-time","","","","","","","","","man","","","white","","","","2yearColl","$80,001-$100,000"
240,"0","100","939","1","1","1","5","6","5","4","2","5","4","5","4","6","5","3","4","3","2","2","6","2","6","5","4","2","4","5","4","5","5","1","3","4","5","4","6","6","1","7","5","6","2","7","2","3","2","2","2","7","2","1","4","3","4","2","6","1","5","2","5","5","6","2","5","6","5","5","4","5","6","5","5","6","4","5","7","5","7","5","4","4","3","4","1","6","4","6","3","2","2","5","4","5","6","6","2","6","4","6","2","34","","","n/a","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$60,001-$80,000"
241,"0","100","615","1","1","1","6","2","1","1","7","6","7","2","7","7","5","7","7","7","7","7","7","7","1","6","6","6","2","7","1","3","1","1","2","7","1","7","7","1","7","7","1","7","1","7","2","3","1","2","2","7","2","1","7","6","2","7","7","1","7","1","2","1","5","5","2","5","1","2","3","6","7","7","7","7","7","7","5","6","3","3","1","5","1","3","1","6","1","4","1","1","1","6","1","7","7","1","7","6","1","7","1","41","","","","Full-time","","","","","","","","","man","","","white","","","","GED","$20,001-$40,000"
242,"0","100","1053","1","1","1","7","4","4","4","5","6","4","4","3","1","5","3","3","3","4","6","6","5","6","7","6","6","4","7","4","5","1","1","3","7","5","4","7","5","4","7","6","6","1","7","2","6","1","3","2","7","3","1","6","5","3","4","7","1","7","1","4","4","4","4","6","6","5","5","4","6","6","4","5","2","5","5","6","6","6","5","2","4","3","3","4","6","4","6","3","1","4","6","4","4","5","3","4","6","3","7","2","48","","","","Full-time","","","","","","","","","woman","","black","","","","","PHD","$60,001-$80,000"
243,"0","100","947","1","1","1","3","7","5","3","6","5","6","1","4","5","5","3","5","3","4","2","5","4","5","5","3","5","4","6","4","4","3","2","3","6","4","2","7","3","4","6","4","6","1","7","4","4","3","1","3","7","4","1","4","7","4","4","6","2","7","2","5","5","5","5","5","4","5","4","5","6","6","5","5","5","6","6","5","5","6","4","2","5","2","4","1","6","2","3","4","2","2","6","6","7","5","2","2","4","1","5","1","54","","","","Full-time","","","","","","","","","man","asian","","","","","","4yearColl","$60,001-$80,000"
244,"0","100","1161","1","1","1","5","3","5","3","6","4","5","3","5","2","5","3","2","3","1","6","1","2","6","5","4","5","7","7","6","7","1","1","5","7","4","4","7","3","1","7","5","7","1","6","3","6","3","1","2","7","3","1","5","6","2","5","6","1","7","1","1","1","2","5","1","3","2","3","4","5","7","5","5","2","6","7","6","3","5","5","3","5","4","5","2","6","7","5","6","1","3","5","6","4","6","2","1","6","1","4","1","35","","","","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$80,001-$100,000"
245,"0","100","1179","1","1","1","5","4","3","3","6","4","6","3","5","5","5","3","4","6","2","4","6","3","5","3","4","5","4","6","2","3","3","2","4","6","3","5","5","4","4","6","2","6","2","6","3","3","1","3","2","6","2","1","6","5","2","5","6","2","5","2","6","5","5","3","4","5","5","3","3","5","4","4","3","3","2","5","5","2","5","4","1","3","1","3","1","4","2","3","2","2","2","3","2","6","2","2","6","4","1","3","3","34","","","","Full-time","","","","","","","","","woman","","black","","","","","GED","$40,001-$60,000"
246,"0","100","1085","1","1","1","4","2","1","1","4","4","5","1","6","3","5","2","1","1","2","6","2","2","6","3","4","4","3","7","4","4","3","2","3","7","2","3","7","2","4","7","1","7","2","6","3","3","2","2","2","5","2","1","4","6","1","4","6","1","5","2","1","1","2","1","1","2","1","2","1","5","7","5","7","7","5","5","7","7","5","4","3","4","2","2","4","6","4","6","4","2","2","6","3","3","6","3","4","5","5","5","4","50","","","","Full-time","","","","","","","","","man","","","white","","","","GED","$40,001-$60,000"
